City,Street,Time,value
Lynn,LYNNFIELD STREET,winter,15
Lynn,CHATHAM STREET,fall,20
Lynn,CHATHAM STREET,spring,13
Lynn,CHATHAM STREET,summer,13
Lynn,CHATHAM STREET,winter,12
Lynn,WASHINGTON STREET,fall,7
Lynn,WASHINGTON STREET,spring,9
Lynn,WASHINGTON STREET,summer,13
Lynn,WASHINGTON STREET,winter,18
Lynn,BROAD STREET,fall,11
Lynn,BROAD STREET,spring,8
Lynn,BROAD STREET,summer,12
Lynn,BROAD STREET,winter,5
Malden,EASTERN AV,fall,8
Malden,EASTERN AV,spring,8
Malden,EASTERN AV,summer,10
Malden,EASTERN AV,winter,5
Malden,SALEM ST,fall,3
Malden,SALEM ST,spring,8
Malden,SALEM ST,summer,6
Malden,SALEM ST,winter,8
Malden,MAIN ST,fall,7
Malden,MAIN ST,spring,8
Malden,MAIN ST,summer,5
Malden,MAIN ST,winter,4
Malden,CHARLES ST,fall,6
Malden,CHARLES ST,spring,7
Malden,CHARLES ST,summer,8
Malden,CHARLES ST,winter,3
Malden,BROADWAY,fall,5
Malden,BROADWAY,spring,6
Malden,BROADWAY,summer,6
Malden,BROADWAY,winter,7
Malden,COMMERCIAL ST,fall,3
Malden,COMMERCIAL ST,spring,6
Malden,COMMERCIAL ST,summer,7
Malden,COMMERCIAL ST,winter,7
Malden,CENTRE ST,fall,4
Malden,CENTRE ST,spring,4
Malden,CENTRE ST,summer,6
Malden,CENTRE ST,winter,4
Malden,PLEASANT ST,fall,3
Malden,PLEASANT ST,spring,4
Malden,PLEASANT ST,summer,3
Malden,PLEASANT ST,winter,6
Malden,FELLSWAY EAST,fall,3
Malden,FELLSWAY EAST,spring,5
Malden,FELLSWAY EAST,summer,1
Malden,FELLSWAY EAST,winter,7
Malden,HIGHLAND AV,fall,1
Malden,HIGHLAND AV,spring,5
Malden,HIGHLAND AV,summer,2
Malden,HIGHLAND AV,winter,7
Medford,MAIN STREET,fall,17
Medford,MAIN STREET,spring,18
Medford,MAIN STREET,summer,17
Medford,MAIN STREET,winter,19
Medford,HIGH STREET,fall,11
Medford,HIGH STREET,spring,20
Medford,HIGH STREET,summer,5
Medford,HIGH STREET,winter,9
Medford,SALEM STREET,fall,12
Medford,SALEM STREET,spring,9
Medford,SALEM STREET,summer,7
Medford,SALEM STREET,winter,13
Medford,Rte 93 S,fall,13
Medford,Rte 93 S,spring,8
Medford,Rte 93 S,summer,8
Medford,Rte 93 S,winter,10
Medford,Rte 93 N,fall,9
Medford,Rte 93 N,spring,9
Medford,Rte 93 N,summer,10
Medford,Rte 93 N,winter,10
Medford,RIVERSIDE AVENUE,fall,8
Medford,RIVERSIDE AVENUE,spring,9
Medford,RIVERSIDE AVENUE,summer,11
Medford,RIVERSIDE AVENUE,winter,6
Medford,BOSTON AVENUE,fall,6
Medford,BOSTON AVENUE,spring,1
Medford,BOSTON AVENUE,summer,9
Medford,BOSTON AVENUE,winter,7
Medford,MYSTIC VALLEY PARKWAY Rte 16 W,fall,2
Medford,MYSTIC VALLEY PARKWAY Rte 16 W,spring,6
Medford,MYSTIC VALLEY PARKWAY Rte 16 W,summer,4
Medford,MYSTIC VALLEY PARKWAY Rte 16 W,winter,8
Medford,WINTHROP STREET,fall,3
Medford,WINTHROP STREET,spring,2
Medford,WINTHROP STREET,summer,9
Medford,WINTHROP STREET,winter,4
Medford,MYSTIC VALLEY PARKWAY Rte 16 E,fall,4
Medford,MYSTIC VALLEY PARKWAY Rte 16 E,spring,3
Medford,MYSTIC VALLEY PARKWAY Rte 16 E,summer,6
Medford,MYSTIC VALLEY PARKWAY Rte 16 E,winter,3
New Bedford,ACUSHNET AVENUE,fall,35
New Bedford,ACUSHNET AVENUE,spring,42
New Bedford,ACUSHNET AVENUE,summer,47
New Bedford,ACUSHNET AVENUE,winter,46
New Bedford,COUNTY STREET,fall,35
New Bedford,COUNTY STREET,spring,28
New Bedford,COUNTY STREET,summer,32
New Bedford,COUNTY STREET,winter,33
New Bedford,ASHLEY BOULEVARD,fall,32
New Bedford,ASHLEY BOULEVARD,spring,27
New Bedford,ASHLEY BOULEVARD,summer,25
New Bedford,ASHLEY BOULEVARD,winter,28
New Bedford,PURCHASE STREET,fall,25
New Bedford,PURCHASE STREET,spring,25
New Bedford,PURCHASE STREET,summer,19
New Bedford,PURCHASE STREET,winter,17
New Bedford,ROCKDALE AVE,fall,17
New Bedford,ROCKDALE AVE,spring,22
New Bedford,ROCKDALE AVE,summer,19
New Bedford,ROCKDALE AVE,winter,21
New Bedford,KEMPTON ST,fall,16
New Bedford,KEMPTON ST,spring,20
New Bedford,KEMPTON ST,summer,18
New Bedford,KEMPTON ST,winter,14
New Bedford,COVE RD,fall,6
New Bedford,COVE RD,spring,6
New Bedford,COVE RD,summer,19
New Bedford,COVE RD,winter,8
New Bedford,COGGESHALL ST,fall,9
New Bedford,COGGESHALL ST,spring,7
New Bedford,COGGESHALL ST,summer,12
New Bedford,COGGESHALL ST,winter,10
New Bedford,BELLEVILLE AVE,fall,8
New Bedford,BELLEVILLE AVE,spring,13
New Bedford,BELLEVILLE AVE,summer,7
New Bedford,BELLEVILLE AVE,winter,5
New Bedford,ROCKDALE AVENUE,fall,5
New Bedford,ROCKDALE AVENUE,spring,6
New Bedford,ROCKDALE AVENUE,summer,11
New Bedford,ROCKDALE AVENUE,winter,10
Plymouth,STATE ROAD,fall,27
Plymouth,STATE ROAD,spring,16
Plymouth,STATE ROAD,summer,17
Plymouth,STATE ROAD,winter,12
Plymouth,LONG POND ROAD,fall,28
Plymouth,LONG POND ROAD,spring,11
Plymouth,LONG POND ROAD,summer,12
Plymouth,LONG POND ROAD,winter,14
Plymouth,Rte 3 S,fall,11
Plymouth,Rte 3 S,spring,7
Plymouth,Rte 3 S,summer,14
Plymouth,Rte 3 S,winter,14
Plymouth,SAMOSET STREET,fall,11
Plymouth,SAMOSET STREET,spring,11
Plymouth,SAMOSET STREET,summer,13
Plymouth,SAMOSET STREET,winter,7
Plymouth,Rte 3 N,fall,13
Plymouth,Rte 3 N,spring,6
Plymouth,Rte 3 N,summer,9
Plymouth,Rte 3 N,winter,5
Plymouth,COURT STREET,fall,11
Plymouth,COURT STREET,spring,5
Plymouth,COURT STREET,summer,4
Plymouth,COURT STREET,winter,8
Plymouth,COMMERCE WAY,fall,9
Plymouth,COMMERCE WAY,spring,2
Plymouth,COMMERCE WAY,summer,3
Plymouth,COMMERCE WAY,winter,8
Plymouth,STANDISH AVENUE,fall,6
Plymouth,STANDISH AVENUE,spring,4
Plymouth,STANDISH AVENUE,summer,5
Plymouth,STANDISH AVENUE,winter,3
Plymouth,SOUTH STREET,fall,1
Plymouth,SOUTH STREET,spring,5
Plymouth,SOUTH STREET,summer,2
Plymouth,SOUTH STREET,winter,8
Plymouth,CARVER ROAD,fall,7
Plymouth,CARVER ROAD,spring,1
Plymouth,CARVER ROAD,summer,3
Plymouth,CARVER ROAD,winter,4
Quincy,HANCOCK STREET,fall,51
Quincy,HANCOCK STREET,spring,51
Quincy,HANCOCK STREET,summer,38
Quincy,HANCOCK STREET,winter,58
Quincy,Rte 93 S,fall,20
Quincy,Rte 93 S,spring,31
Quincy,Rte 93 S,summer,23
Quincy,Rte 93 S,winter,19
Quincy,HONORABLE THOMAS S BURGIN PARKWAY,fall,16
Quincy,HONORABLE THOMAS S BURGIN PARKWAY,spring,25
Quincy,HONORABLE THOMAS S BURGIN PARKWAY,summer,17
Quincy,HONORABLE THOMAS S BURGIN PARKWAY,winter,17
Quincy,SOUTHERN ARTERY,fall,15
Quincy,SOUTHERN ARTERY,spring,15
Quincy,SOUTHERN ARTERY,summer,10
Quincy,SOUTHERN ARTERY,winter,29
Quincy,QUINCY AVENUE,fall,22
Quincy,QUINCY AVENUE,spring,16
Quincy,QUINCY AVENUE,summer,10
Quincy,QUINCY AVENUE,winter,15
Quincy,Rte 93 N,fall,12
Quincy,Rte 93 N,spring,16
Quincy,Rte 93 N,summer,18
Quincy,Rte 93 N,winter,13
Quincy,WASHINGTON STREET,fall,1
Quincy,WASHINGTON STREET,spring,20
Quincy,WASHINGTON STREET,summer,15
Quincy,WASHINGTON STREET,winter,20
Quincy,QUINCY SHORE DRIVE,fall,6
Quincy,QUINCY SHORE DRIVE,spring,10
Quincy,QUINCY SHORE DRIVE,summer,6
Quincy,QUINCY SHORE DRIVE,winter,18
Quincy,FURNACE BROOK PARKWAY,fall,8
Quincy,FURNACE BROOK PARKWAY,spring,7
Quincy,FURNACE BROOK PARKWAY,summer,5
Quincy,FURNACE BROOK PARKWAY,winter,13
Quincy,SEA STREET,fall,2
Quincy,SEA STREET,spring,12
Quincy,SEA STREET,summer,4
Quincy,SEA STREET,winter,11
Somerville,BROADWAY,fall,12
Somerville,BROADWAY,spring,21
Somerville,BROADWAY,summer,28
Somerville,BROADWAY,winter,17
Somerville,HIGHLAND AVENUE,fall,13
Somerville,HIGHLAND AVENUE,spring,8
Somerville,HIGHLAND AVENUE,summer,7
Somerville,HIGHLAND AVENUE,winter,13
Somerville,SOMERVILLE AVENUE,fall,5
Somerville,SOMERVILLE AVENUE,spring,14
Somerville,SOMERVILLE AVENUE,summer,11
Somerville,SOMERVILLE AVENUE,winter,3
Somerville,WASHINGTON STREET,fall,10
Somerville,WASHINGTON STREET,spring,7
Somerville,WASHINGTON STREET,summer,6
Somerville,WASHINGTON STREET,winter,9
Somerville,Rte 93 S,fall,5
Somerville,Rte 93 S,spring,6
Somerville,Rte 93 S,summer,6
Somerville,Rte 93 S,winter,10
Somerville,Rte 93 N,fall,5
Somerville,Rte 93 N,spring,5
Somerville,Rte 93 N,summer,6
Somerville,Rte 93 N,winter,6
Somerville,BEACON STREET,fall,5
Somerville,BEACON STREET,spring,8
Somerville,BEACON STREET,summer,5
Somerville,BEACON STREET,winter,1
Somerville,SUMMER STREET,fall,4
Somerville,SUMMER STREET,spring,2
Somerville,SUMMER STREET,summer,3
Somerville,SUMMER STREET,winter,9
Somerville,MYSTIC AVENUE,fall,6
Somerville,MYSTIC AVENUE,spring,6
Somerville,MYSTIC AVENUE,summer,2
Somerville,MYSTIC AVENUE,winter,4
Somerville,MEDFORD STREET,fall,3
Somerville,MEDFORD STREET,spring,NA
Somerville,MEDFORD STREET,summer,5
Somerville,MEDFORD STREET,winter,6
Springfield,BOSTON RD,fall,54
Springfield,BOSTON RD,spring,50
Springfield,BOSTON RD,summer,38
Springfield,BOSTON RD,winter,35
Springfield,STATE ST,fall,43
Springfield,STATE ST,spring,41
Springfield,STATE ST,summer,44
Springfield,STATE ST,winter,39
Springfield,SUMNER AVE,fall,40
Springfield,SUMNER AVE,spring,31
Springfield,SUMNER AVE,summer,26
Springfield,SUMNER AVE,winter,35
Springfield,MAIN ST,fall,29
Springfield,MAIN ST,spring,25
Springfield,MAIN ST,summer,28
Springfield,MAIN ST,winter,28
Springfield,WILBRAHAM RD,fall,30
Springfield,WILBRAHAM RD,spring,25
Springfield,WILBRAHAM RD,summer,33
Springfield,WILBRAHAM RD,winter,20
Springfield,Rte 91 N,fall,27
Springfield,Rte 91 N,spring,19
Springfield,Rte 91 N,summer,22
Springfield,Rte 91 N,winter,18
Springfield,PARKER ST,fall,27
Springfield,PARKER ST,spring,24
Springfield,PARKER ST,summer,16
Springfield,PARKER ST,winter,16
Springfield,ALLEN ST,fall,33
Springfield,ALLEN ST,spring,15
Springfield,ALLEN ST,summer,17
Springfield,ALLEN ST,winter,13
Springfield,ST JAMES AVE,fall,25
Springfield,ST JAMES AVE,spring,19
Springfield,ST JAMES AVE,summer,21
Springfield,ST JAMES AVE,winter,13
Springfield,CAREW ST,fall,27
Springfield,CAREW ST,spring,22
Springfield,CAREW ST,summer,12
Springfield,CAREW ST,winter,14
Taunton,BAY ST,fall,11
Taunton,BAY ST,spring,10
Taunton,BAY ST,summer,13
Taunton,BAY ST,winter,6
Taunton,BROADWAY,fall,4
Taunton,BROADWAY,spring,7
Taunton,BROADWAY,summer,13
Taunton,BROADWAY,winter,12
Taunton,COUNTY ST,fall,10
Taunton,COUNTY ST,spring,9
Taunton,COUNTY ST,summer,7
Taunton,COUNTY ST,winter,9
Taunton,TREMONT ST,fall,6
Taunton,TREMONT ST,spring,5
Taunton,TREMONT ST,summer,8
Taunton,TREMONT ST,winter,6
Taunton,WASHINGTON ST,fall,6
Taunton,WASHINGTON ST,spring,7
Taunton,WASHINGTON ST,summer,7
Taunton,WASHINGTON ST,winter,5
Taunton,Rte 24 S,fall,5
Taunton,Rte 24 S,spring,3
Taunton,Rte 24 S,summer,5
Taunton,Rte 24 S,winter,7
Taunton,WINTHROP ST,fall,7
Taunton,WINTHROP ST,spring,2
Taunton,WINTHROP ST,summer,6
Taunton,WINTHROP ST,winter,5
Taunton,Rte 140 N,fall,7
Taunton,Rte 140 N,spring,2
Taunton,Rte 140 N,summer,6
Taunton,Rte 140 N,winter,3
Taunton,COHANNET ST,fall,5
Taunton,COHANNET ST,spring,5
Taunton,COHANNET ST,summer,2
Taunton,COHANNET ST,winter,2
Taunton,Rte 495 S,fall,4
Taunton,Rte 495 S,spring,1
Taunton,Rte 495 S,summer,5
Taunton,Rte 495 S,winter,4
Waltham,LEXINGTON ST,fall,26
Waltham,LEXINGTON ST,spring,24
Waltham,LEXINGTON ST,summer,17
Waltham,LEXINGTON ST,winter,12
Waltham,MAIN ST,fall,18
Waltham,MAIN ST,spring,26
Waltham,MAIN ST,summer,22
Waltham,MAIN ST,winter,12
Waltham,Rte 95 N,fall,13
Waltham,Rte 95 N,spring,11
Waltham,Rte 95 N,summer,10
Waltham,Rte 95 N,winter,13
Waltham,Rte 95 S,fall,13
Waltham,Rte 95 S,spring,6
Waltham,Rte 95 S,summer,18
Waltham,Rte 95 S,winter,10
Waltham,MOODY ST,fall,10
Waltham,MOODY ST,spring,11
Waltham,MOODY ST,summer,13
Waltham,MOODY ST,winter,8
Waltham,SOUTH ST,fall,10
Waltham,SOUTH ST,spring,6
Waltham,SOUTH ST,summer,8
Waltham,SOUTH ST,winter,6
Waltham,TRAPELO RD,fall,10
Waltham,TRAPELO RD,spring,5
Waltham,TRAPELO RD,summer,7
Waltham,TRAPELO RD,winter,6
Waltham,LEXINGTON STREET,fall,5
Waltham,LEXINGTON STREET,spring,7
Waltham,LEXINGTON STREET,summer,3
Waltham,LEXINGTON STREET,winter,9
Waltham,MAIN STREET,fall,5
Waltham,MAIN STREET,spring,7
Waltham,MAIN STREET,summer,8
Waltham,MAIN STREET,winter,4
Waltham,BACON ST,fall,5
Waltham,BACON ST,spring,5
Waltham,BACON ST,summer,8
Waltham,BACON ST,winter,4
Worcester,MAIN STREET,fall,66
Worcester,MAIN STREET,spring,44
Worcester,MAIN STREET,summer,63
Worcester,MAIN STREET,winter,63
Worcester,PARK AVENUE,fall,50
Worcester,PARK AVENUE,spring,32
Worcester,PARK AVENUE,summer,33
Worcester,PARK AVENUE,winter,45
Worcester,BELMONT STREET,fall,41
Worcester,BELMONT STREET,spring,41
Worcester,BELMONT STREET,summer,24
Worcester,BELMONT STREET,winter,34
Worcester,CHANDLER STREET,fall,40
Worcester,CHANDLER STREET,spring,30
Worcester,CHANDLER STREET,summer,34
Worcester,CHANDLER STREET,winter,36
Worcester,GRAFTON STREET,fall,34
Worcester,GRAFTON STREET,spring,27
Worcester,GRAFTON STREET,summer,28
Worcester,GRAFTON STREET,winter,38
Worcester,LINCOLN STREET,fall,20
Worcester,LINCOLN STREET,spring,33
Worcester,LINCOLN STREET,summer,26
Worcester,LINCOLN STREET,winter,40
Worcester,Rte 290 E,fall,38
Worcester,Rte 290 E,spring,17
Worcester,Rte 290 E,summer,19
Worcester,Rte 290 E,winter,28
Worcester,Rte 290 W,fall,24
Worcester,Rte 290 W,spring,25
Worcester,Rte 290 W,summer,18
Worcester,Rte 290 W,winter,29
Worcester,PLEASANT STREET,fall,25
Worcester,PLEASANT STREET,spring,23
Worcester,PLEASANT STREET,summer,29
Worcester,PLEASANT STREET,winter,19
Worcester,HIGHLAND STREET,fall,25
Worcester,HIGHLAND STREET,spring,28
Worcester,HIGHLAND STREET,summer,16
Worcester,HIGHLAND STREET,winter,25
